Id,Value
1,1037414
2,1029568.4
3,1012765.4
4,1012765.4
5,940846.6
6,928713
7,928713
8,928713
9,918298.5
10,918298.5
11,918298.5
12,918834.6
13,918834.6
14,918834.6
15,918834.6
16,917086.7999999999
17,911313.3
18,906323.7
19,100280.59999999999
20,100280.59999999999
21,100280.59999999999
22,100280.59999999999
23,100280.59999999999
24,24690.6
25,18903.899999999998
26,18903.899999999998
27,18903.899999999998
28,18903.899999999998
29,18903.899999999998
30,18903.899999999998
31,18903.899999999998
32,18903.899999999998
33,9284.4
34,9284.4
35,9284.4
36,9284.4
37,9284.4
38,9284.4
39,9284.4
40,9284.4
41,9284.4
42,9284.4
43,9284.4
44,9284.4
45,9284.4
46,9284.4
47,8603.099999999999
48,8603.099999999999
49,8603.099999999999
50,8603.099999999999
51,8603.099999999999
52,8603.099999999999
53,8603.099999999999
54,8603.099999999999
55,8603.099999999999
56,8603.099999999999
57,8603.099999999999
58,8603.099999999999
59,8603.099999999999
60,8603.099999999999
61,9885
62,9885
63,9885
64,9885
65,9885
66,9885
67,9885
68,9885
69,9885
70,9885
71,9885
72,9885
73,9885
74,9885
75,9885
76,9885
77,9762.9
78,9793.8
79,9793.8
80,9793.8
81,10373.099999999999
82,10373.099999999999
83,9609.3
84,9609.3
85,9609.3
86,7951.799999999999
87,7823.099999999999
88,7810.199999999999
89,9364.5
90,9364.5
91,9364.5
92,7684.199999999999
93,7684.199999999999
94,7823.099999999999
95,7823.099999999999
96,7951.799999999999
97,7951.799999999999
98,7951.799999999999
99,7951.799999999999
100,7951.799999999999
101,7823.099999999999
102,7823.099999999999
103,7823.099999999999
104,7823.099999999999
105,7823.099999999999
106,7823.099999999999
107,7823.099999999999
108,7823.099999999999
109,7823.099999999999
110,7823.099999999999
111,7823.099999999999
112,7823.099999999999
113,7823.099999999999
114,7823.099999999999
115,7823.099999999999
116,7823.099999999999
117,7823.099999999999
118,7810.199999999999
119,7810.199999999999
120,7810.199999999999
121,7810.199999999999
122,7810.199999999999
123,7810.199999999999
124,7810.199999999999
125,7810.199999999999
126,7810.199999999999
127,7810.199999999999
128,7810.199999999999
129,7823.099999999999
130,7823.099999999999
131,7823.099999999999
132,7823.099999999999
133,7823.099999999999
134,7823.099999999999
135,7823.099999999999
136,7823.099999999999
137,7823.099999999999
138,7823.099999999999
139,7823.099999999999
140,7823.099999999999
141,7823.099999999999
142,7823.099999999999
143,7823.099999999999
144,7823.099999999999
145,7951.799999999999
146,7951.799999999999
147,7951.799999999999
148,7951.799999999999
149,7951.799999999999
150,7951.799999999999
151,7951.799999999999
152,8226.9
153,8226.9
154,7684.199999999999
155,7755
156,7755
157,7755
158,7755
159,7684.199999999999
160,7684.199999999999
161,7951.799999999999
162,7951.799999999999
163,7951.799999999999
164,8152.199999999999
165,9295.5
166,9295.5
167,9295.5
168,9295.5
169,8058.5999999999985
170,8058.5999999999985
171,8058.5999999999985
172,8152.199999999999
173,8152.199999999999
174,7710.599999999999
175,7710.599999999999
176,7566.6
177,7566.6
178,8058.5999999999985
179,8058.5999999999985
180,8058.5999999999985
181,7566.6
182,7566.6
183,7566.6
184,7566.6
185,7566.6
186,7566.6
187,7566.6
188,7566.6
189,7566.6
190,7566.6
191,9295.5
192,9295.5
193,9197.099999999999
194,9197.099999999999
195,8058.5999999999985
196,8058.5999999999985
197,8152.199999999999
198,8058.5999999999985
199,8058.5999999999985
200,8058.5999999999985
201,7755
202,7755
203,7755
204,7755
205,7755
206,7755
207,7755
208,9197.099999999999
209,9197.099999999999
210,7566.6
211,7566.6
212,7566.6
213,7566.6
214,8058.5999999999985
215,7755
216,7755
217,7755
218,7755
219,7755
220,7755
221,7755
222,7755
223,7755
224,7755
225,8058.5999999999985
226,8058.5999999999985
227,8058.5999999999985
228,8058.5999999999985
229,7566.6
230,7566.6
231,7566.6
232,7566.6
233,8152.199999999999
234,7566.6
235,7566.6
236,7566.6
237,7566.6
238,7566.6
239,7566.6
240,7566.6
241,7566.6
242,7566.6
243,7566.6
244,7566.6
245,7566.6
246,7566.6
247,7566.6
248,7566.6
249,7566.6
250,7566.6
251,7566.6
252,7566.6
253,7566.6
254,7566.6
255,7566.6
256,7566.6
257,8058.5999999999985
258,8058.5999999999985
259,8058.5999999999985
260,8058.5999999999985
261,8058.5999999999985
262,8058.5999999999985
263,8058.5999999999985
264,8058.5999999999985
265,8058.5999999999985
266,8058.5999999999985
267,8058.5999999999985
268,8058.5999999999985
269,8058.5999999999985
270,7566.6
271,7566.6
272,7566.6
273,7566.6
274,7566.6
275,7566.6
276,7566.6
277,7566.6
278,7566.6
279,7566.6
280,7566.6
281,7566.6
282,7566.6
283,7566.6
284,7566.6
285,7566.6
286,7566.6
287,7755
288,7755
289,7755
290,7755
291,7755
292,7755
293,7755
294,7755
295,7755
296,7566.6
297,7566.6
298,7566.6
299,7566.6
300,7566.6
301,7566.6
302,7566.6
303,7710.599999999999
304,7710.599999999999
305,7710.599999999999
306,7710.599999999999
307,7710.599999999999
308,7710.599999999999
309,7710.599999999999
310,7710.599999999999
311,7710.599999999999
312,7710.599999999999
313,7710.599999999999
314,7710.599999999999
315,7710.599999999999
316,7710.599999999999
317,7710.599999999999
318,7710.599999999999
319,7566.6
320,7566.6
321,7566.6
322,7566.6
323,7566.6
324,7566.6
325,7566.6
326,7566.6
327,7566.6
328,7566.6
329,7566.6
330,7566.6
331,7755
332,7755
333,7755
334,7710.599999999999
335,7710.599999999999
336,7710.599999999999
337,7710.599999999999
338,7710.599999999999
339,7710.599999999999
340,7684.199999999999
341,7684.199999999999
342,7684.199999999999
343,8226.9
344,8226.9
345,8226.9
346,8226.9
347,8226.9
348,8226.9
349,8226.9
350,7810.199999999999
351,7710.599999999999
352,7710.599999999999
353,7755
354,7755
355,7566.6
356,7566.6
357,7566.6
358,7566.6
359,7566.6
360,7566.6
361,7566.6
362,7566.6
363,7566.6
364,7566.6
365,7566.6
366,7566.6
367,7566.6
368,7566.6
369,7566.6
370,7566.6
371,7566.6
372,7566.6
373,7566.6
374,7566.6
375,7566.6
376,7566.6
377,7566.6
378,7566.6
379,7566.6
380,7566.6
381,7566.6
382,7566.6
383,7566.6
384,7566.6
385,7566.6
386,7566.6
387,7755
388,7755
389,7755
390,7755
391,7755
392,7755
393,7710.599999999999
394,7710.599999999999
395,7710.599999999999
396,7710.599999999999
397,7710.599999999999
398,7710.599999999999
399,7710.599999999999
400,7710.599999999999
401,7710.599999999999
402,7710.599999999999
403,7710.599999999999
404,7710.599999999999
405,7710.599999999999
406,7710.599999999999
407,7710.599999999999
408,7710.599999999999
409,7710.599999999999
410,7710.599999999999
411,7710.599999999999
412,7710.599999999999
413,7710.599999999999
414,7566.6
415,7566.6
416,7566.6
417,7566.6
418,7566.6
419,7566.6
420,7566.6
421,7566.6
422,7566.6
423,7566.6
424,7566.6
425,7566.6
426,7566.6
427,7566.6
428,7566.6
429,7566.6
430,7566.6
431,7566.6
432,7755
433,7755
434,7755
435,7755
436,7755
437,8058.5999999999985
438,8058.5999999999985
439,8058.5999999999985
440,8058.5999999999985
441,8058.5999999999985
442,8058.5999999999985
443,8058.5999999999985
444,7566.6
445,7710.599999999999
446,7710.599999999999
447,7710.599999999999
448,7710.599999999999
449,7566.6
450,7566.6
451,7566.6
452,7566.6
453,7566.6
454,7566.6
455,7566.6
456,7566.6
457,7566.6
458,7566.6
459,7566.6
460,7566.6
461,7566.6
462,7566.6
463,7566.6
464,7566.6
465,7566.6
466,7566.6
467,7566.6
468,7566.6
469,7566.6
470,7566.6
471,7566.6
472,7566.6
473,7566.6
474,7566.6
475,7566.6
476,7566.6
477,7566.6
478,7566.6
479,7566.6
480,7566.6
481,7566.6
482,7566.6
483,7566.6
484,7566.6
485,7566.6
486,7566.6
487,7566.6
488,7566.6
489,7566.6
490,7566.6
491,7566.6
492,7566.6
493,7566.6
494,7566.6
495,8058.5999999999985
496,8058.5999999999985
497,8058.5999999999985
498,8152.199999999999
499,8152.199999999999
500,8152.199999999999
501,7684.199999999999
502,7684.199999999999
503,7823.099999999999
504,7823.099999999999
505,7823.099999999999
506,7823.099999999999
507,7810.199999999999
508,7810.199999999999
509,7810.199999999999
510,7810.199999999999
511,7810.199999999999
512,7810.199999999999
513,7810.199999999999
514,7810.199999999999
515,7810.199999999999
516,7810.199999999999
517,7810.199999999999
518,7810.199999999999
519,7684.199999999999
520,7684.199999999999
521,7684.199999999999
522,7684.199999999999
523,7684.199999999999
524,7684.199999999999
525,7710.599999999999
526,7710.599999999999
527,7710.599999999999
528,7710.599999999999
529,7710.599999999999
530,7710.599999999999
531,7710.599999999999
532,7710.599999999999
533,7710.599999999999
534,7710.599999999999
535,7710.599999999999
536,7710.599999999999
537,7710.599999999999
538,7710.599999999999
539,7710.599999999999
540,7710.599999999999
541,7710.599999999999
542,7710.599999999999
543,7710.599999999999
544,7710.599999999999
545,7710.599999999999
546,7710.599999999999
547,7710.599999999999
548,7710.599999999999
549,7710.599999999999
550,7710.599999999999
551,7710.599999999999
552,7684.199999999999
553,7684.199999999999
554,7684.199999999999
555,7684.199999999999
556,7684.199999999999
557,7684.199999999999
558,7684.199999999999
559,7684.199999999999
560,7684.199999999999
561,7684.199999999999
562,7684.199999999999
563,7684.199999999999
564,7684.199999999999
565,7684.199999999999
566,7684.199999999999
567,7684.199999999999
568,7684.199999999999
569,7684.199999999999
570,7684.199999999999
571,7684.199999999999
572,7684.199999999999
573,7684.199999999999
574,7684.199999999999
575,7684.199999999999
576,7684.199999999999
577,7684.199999999999
578,7684.199999999999
579,7684.199999999999
580,7684.199999999999
581,7684.199999999999
582,7684.199999999999
583,7684.199999999999
584,7684.199999999999
585,7684.199999999999
586,7823.099999999999
587,7823.099999999999
588,7823.099999999999
589,7823.099999999999
590,7823.099999999999
591,7823.099999999999
592,7823.099999999999
593,7823.099999999999
594,7823.099999999999
595,7823.099999999999
596,7823.099999999999
597,7823.099999999999
598,7823.099999999999
599,7823.099999999999
600,7823.099999999999
601,7823.099999999999
602,7823.099999999999
603,7823.099999999999
604,7823.099999999999
605,7823.099999999999
606,7823.099999999999
607,7823.099999999999
608,7823.099999999999
609,7823.099999999999
610,7823.099999999999
611,7823.099999999999
612,7823.099999999999
613,7823.099999999999
614,7823.099999999999
615,7823.099999999999
616,7823.099999999999
617,7823.099999999999
618,7823.099999999999
619,7823.099999999999
620,7823.099999999999
621,7823.099999999999
622,7823.099999999999
623,7823.099999999999
624,7823.099999999999
625,7823.099999999999
626,7823.099999999999
627,7823.099999999999
628,7823.099999999999
629,7823.099999999999
630,7823.099999999999
631,7823.099999999999
632,7823.099999999999
633,7823.099999999999
634,7823.099999999999
635,7823.099999999999
636,7823.099999999999
637,7810.199999999999
638,7810.199999999999
639,7810.199999999999
640,7810.199999999999
641,7810.199999999999
642,7810.199999999999
643,7810.199999999999
644,7710.599999999999
645,7710.599999999999
646,7710.599999999999
647,7710.599999999999
648,7710.599999999999
649,7710.599999999999
650,7710.599999999999
651,7710.599999999999
652,7710.599999999999
653,7566.6
654,7566.6
655,7566.6
656,7566.6
657,7566.6
658,7566.6
659,7566.6
660,7566.6
661,7566.6
662,7566.6
663,7566.6
664,7566.6
665,7566.6
666,7566.6
667,7566.6
668,7566.6
669,7566.6
670,7566.6
671,7566.6
672,7566.6
673,7566.6
674,7566.6
675,7566.6
676,7566.6
677,7566.6
678,7566.6
679,7566.6
680,7566.6
681,7566.6
682,7566.6
683,7566.6
684,7566.6
685,7566.6
686,7566.6
687,7566.6
688,7566.6
689,7566.6
690,7566.6
691,7566.6
692,7566.6
693,7566.6
694,7755
695,7755
696,7755
697,7755
698,7755
699,7566.6
700,7566.6
701,7566.6
702,7566.6
703,7566.6
704,7566.6
705,7566.6
706,7566.6
