Id,Value
1,13952.4
2,13952.4
3,13952.4
4,13952.4
5,13952.4
6,9538.2
7,10729.199999999999
8,10729.199999999999
9,10729.199999999999
10,10729.199999999999
11,9424.8
12,7933.799999999999
13,9475.5
14,8152.199999999999
15,8152.199999999999
16,7684.199999999999
17,7684.199999999999
18,7684.199999999999
19,7684.199999999999
20,7684.199999999999
21,7684.199999999999
22,9475.5
23,9475.5
24,9475.5
25,9475.5
26,9475.5
27,9475.5
28,9475.5
29,9475.5
30,9475.5
31,8454
32,8454
33,8454
34,8872.2
35,8872.2
36,8580.3
37,8580.3
38,8213.099999999999
39,8213.099999999999
40,8213.099999999999
41,8213.099999999999
42,8213.099999999999
43,8213.099999999999
44,8397
45,8397
46,8397
47,8397
48,8397
49,8397
50,8397
51,8397
52,8397
53,8397
54,8397
55,8397
56,7933.799999999999
57,8872.2
58,9538.2
59,9538.2
60,9538.2
61,9538.2
62,9538.2
63,7932
64,7932
65,7932
66,7932
67,7823.099999999999
68,7823.099999999999
69,7896.599999999999
70,7896.599999999999
71,7823.099999999999
72,7823.099999999999
73,7823.099999999999
74,7932
75,7932
76,7932
77,7932
78,8680.5
79,8288.099999999999
80,8288.099999999999
81,8288.099999999999
82,9130.199999999999
83,8339.4
84,7684.199999999999
85,7710.599999999999
86,7710.599999999999
87,7566.6
88,7566.6
89,8058.5999999999985
90,8058.5999999999985
91,8058.5999999999985
92,7566.6
93,7566.6
94,7566.6
95,7566.6
96,7566.6
97,7566.6
98,7566.6
99,7566.6
100,7566.6
101,7566.6
102,7566.6
103,7566.6
104,7566.6
105,7566.6
106,7566.6
107,7566.6
108,7566.6
109,7566.6
110,7566.6
111,7566.6
112,7566.6
113,7566.6
114,7566.6
115,7566.6
116,7566.6
117,9197.099999999999
118,9197.099999999999
119,9197.099999999999
120,9197.099999999999
121,7566.6
122,7566.6
123,8058.5999999999985
124,8058.5999999999985
125,8058.5999999999985
126,8058.5999999999985
127,8058.5999999999985
128,8058.5999999999985
129,7755
130,7755
131,7755
132,7566.6
133,7566.6
134,8152.199999999999
135,8152.199999999999
136,8152.199999999999
137,8152.199999999999
138,8152.199999999999
139,8152.199999999999
140,8058.5999999999985
141,8058.5999999999985
142,7566.6
143,8058.5999999999985
144,8058.5999999999985
145,8058.5999999999985
146,8058.5999999999985
147,8058.5999999999985
148,8058.5999999999985
149,8058.5999999999985
150,8058.5999999999985
151,8058.5999999999985
152,8058.5999999999985
153,8058.5999999999985
154,8058.5999999999985
155,8058.5999999999985
156,8058.5999999999985
157,8058.5999999999985
158,8058.5999999999985
159,8058.5999999999985
160,8058.5999999999985
161,9197.099999999999
162,8058.5999999999985
163,8058.5999999999985
164,8058.5999999999985
165,8058.5999999999985
166,7755
167,7755
168,7755
169,7755
170,7755
171,7755
172,7755
173,7755
174,7755
175,7755
176,7755
177,8058.5999999999985
178,7755
179,7755
180,8058.5999999999985
181,8058.5999999999985
182,8058.5999999999985
183,8152.199999999999
184,8152.199999999999
185,8152.199999999999
186,7566.6
187,7566.6
188,7566.6
189,7566.6
190,8058.5999999999985
191,8058.5999999999985
192,8058.5999999999985
193,8058.5999999999985
194,8058.5999999999985
195,8152.199999999999
196,8152.199999999999
197,8152.199999999999
198,8152.199999999999
199,8152.199999999999
200,8152.199999999999
201,8152.199999999999
202,7755
203,7755
204,7755
205,7755
206,7755
207,7755
208,7710.599999999999
209,7710.599999999999
210,7710.599999999999
211,7710.599999999999
212,7710.599999999999
213,7566.6
214,7566.6
215,7566.6
216,7566.6
217,7566.6
218,7566.6
219,7755
220,7755
221,7755
222,7755
223,7755
224,7755
225,7566.6
226,7566.6
227,7566.6
228,7566.6
229,7566.6
230,7566.6
231,7566.6
232,7566.6
233,7755
234,7755
235,7755
236,7755
237,7755
238,8058.5999999999985
239,8058.5999999999985
240,8058.5999999999985
241,8058.5999999999985
242,7755
243,7755
244,7755
245,7755
246,7755
247,7755
248,7755
249,7755
250,7755
251,7566.6
252,7566.6
253,7566.6
254,7566.6
255,7566.6
256,7566.6
257,7566.6
258,7566.6
259,7566.6
260,7566.6
261,7566.6
262,7566.6
263,7566.6
264,7566.6
265,7566.6
266,7566.6
267,7566.6
268,7566.6
269,7566.6
270,7566.6
271,7566.6
272,7566.6
273,7566.6
274,7566.6
275,7566.6
276,7566.6
277,8152.199999999999
278,8152.199999999999
279,8058.5999999999985
280,8058.5999999999985
281,8058.5999999999985
282,8058.5999999999985
283,8058.5999999999985
284,8058.5999999999985
285,8058.5999999999985
286,8058.5999999999985
287,8058.5999999999985
288,8058.5999999999985
289,8058.5999999999985
290,8058.5999999999985
291,8058.5999999999985
292,8058.5999999999985
293,8058.5999999999985
294,8058.5999999999985
295,8058.5999999999985
296,8058.5999999999985
297,8058.5999999999985
298,8058.5999999999985
299,7566.6
300,7566.6
301,7566.6
302,7755
303,7755
304,7755
305,7755
306,7755
307,7755
308,7755
309,7755
310,7755
311,7755
312,7755
313,7755
314,7755
315,7755
316,7755
317,7755
318,7755
319,7755
320,7755
321,7755
322,7755
323,7755
324,7755
325,7755
326,7755
327,7684.199999999999
328,7684.199999999999
329,7684.199999999999
330,7684.199999999999
331,7684.199999999999
332,7684.199999999999
333,7684.199999999999
334,7684.199999999999
335,7684.199999999999
336,7684.199999999999
337,7684.199999999999
338,7684.199999999999
339,7684.199999999999
340,7684.199999999999
341,7684.199999999999
342,7684.199999999999
343,7684.199999999999
344,7684.199999999999
345,7684.199999999999
346,7684.199999999999
347,7684.199999999999
348,7684.199999999999
349,7684.199999999999
350,7684.199999999999
351,7684.199999999999
352,7684.199999999999
353,7684.199999999999
354,7684.199999999999
355,7684.199999999999
356,7755
357,7755
358,7755
359,7755
360,7755
361,7755
362,7684.199999999999
363,7684.199999999999
364,7684.199999999999
365,7684.199999999999
366,7684.199999999999
367,7684.199999999999
368,7684.199999999999
369,7684.199999999999
370,7684.199999999999
371,7684.199999999999
372,7684.199999999999
373,7684.199999999999
374,7684.199999999999
375,7684.199999999999
376,7684.199999999999
377,7684.199999999999
378,7684.199999999999
379,7684.199999999999
380,7684.199999999999
381,7684.199999999999
382,7684.199999999999
383,7684.199999999999
384,7684.199999999999
385,7684.199999999999
386,7684.199999999999
387,7684.199999999999
388,7684.199999999999
389,7684.199999999999
390,7684.199999999999
391,7710.599999999999
392,7710.599999999999
393,7710.599999999999
394,7710.599999999999
395,7710.599999999999
396,7710.599999999999
397,7710.599999999999
398,7710.599999999999
399,7566.6
400,7566.6
401,7566.6
402,7566.6
403,7566.6
404,7566.6
405,7566.6
406,8058.5999999999985
407,8058.5999999999985
408,8058.5999999999985
409,8058.5999999999985
410,8058.5999999999985
411,8058.5999999999985
412,8058.5999999999985
413,8058.5999999999985
414,7566.6
415,7566.6
416,7566.6
417,7566.6
418,7566.6
419,7566.6
420,7566.6
421,7566.6
422,7566.6
423,7566.6
424,7566.6
425,7566.6
426,7566.6
427,7566.6
428,7566.6
429,7566.6
430,7566.6
431,7566.6
432,7566.6
433,7566.6
434,7566.6
435,7566.6
436,7566.6
437,7566.6
438,7566.6
439,7566.6
440,7566.6
441,7566.6
442,7566.6
443,7566.6
444,7566.6
445,7566.6
446,7566.6
447,7566.6
448,7566.6
449,7566.6
450,7566.6
451,7566.6
452,7566.6
453,7566.6
454,7566.6
455,7566.6
456,7566.6
457,7566.6
458,7566.6
459,7566.6
460,7566.6
461,7566.6
462,7566.6
463,7566.6
464,7566.6
465,7566.6
466,7566.6
467,7566.6
468,7566.6
469,7566.6
470,7566.6
471,7566.6
472,7566.6
473,7566.6
474,7566.6
475,7566.6
476,7566.6
477,7566.6
478,7566.6
479,7566.6
480,7566.6
481,7566.6
482,7566.6
483,7566.6
484,7566.6
485,7566.6
486,7566.6
487,7566.6
488,7566.6
489,7566.6
490,7566.6
491,7566.6
492,7566.6
493,7566.6
494,7566.6
495,7566.6
496,7566.6
497,7566.6
498,7566.6
499,7566.6
500,7566.6
501,7566.6
502,7566.6
503,7566.6
504,7566.6
505,7566.6
506,7566.6
507,7566.6
508,7566.6
509,7566.6
510,7566.6
511,7566.6
512,7566.6
513,7566.6
514,7566.6
